748000000,2.4212540665757842e-06
750000000,2.3751008484396152e-06
847000000,2.35830293604522e-06
849000000,2.351003558942466e-06
948000000,2.3331569991569268e-06
951000000,2.300095502505428e-06
48000000,2.290296833962202e-06
51000000,2.2531380636792164e-06
147000000,2.244464212708408e-06
147000000,2.233810846519191e-06
153000000,2.1934813503321493e-06
247000000,2.1846435629413463e-06
248000000,2.1707519408664666e-06
251000000,2.134922397090122e-06
347000000,2.1224673218966927e-06
350000000,2.0966062947991304e-06
448000000,2.083194885926787e-06
451000000,2.0538184344331967e-06
454000000,2.015373638641904e-06
545000000,2.0020611373183783e-06
550000000,1.9843989775836235e-06
552000000,1.941176151376567e-06
647000000,1.930279722728301e-06
648000000,1.914674612635281e-06
652000000,1.8727046153799165e-06
747000000,1.8547901845522574e-06
750000000,1.8387734144198475e-06
751000000,1.8166197151003871e-06
849000000,1.7901782030094182e-06
852000000,1.7618621086512576e-06
947000000,1.7634687310419395e-06
950000000,1.7561765162099618e-06
955000000,1.7360946458211401e-06
47000000,1.7252873476536479e-06
49000000,2.01425314116932e-06
148000000,1.9520261957950424e-06
151000000,1.7559729030836024e-06
153000000,1.6627770946797682e-06
247000000,1.694600314294803e-06
247000000,1.6767774013715098e-06
252000000,1.6441923662569025e-06
347000000,1.6097968682515784e-06
348000000,1.606978003110271e-06
351000000,1.5927774938973016e-06
446000000,1.5573626797049656e-06
449000000,1.5807523823241354e-06
449000000,1.5368428876172402e-06
546000000,1.586417170074128e-06
548000000,1.577879970682261e-06
550000000,1.5982242302925442e-06
647000000,1.5021943227111478e-06
650000000,1.5430032362928614e-06
653000000,1.46717877669289e-06
745000000,1.4938686945242807e-06
745000000,1.4814735322943307e-06
848000000,1.4261995602282695e-06
851000000,1.494922230449447e-06
855000000,1.5374173472082475e-06
948000000,1.4263433740779874e-06
949000000,1.410228378517786e-06
951000000,1.4069391909288242e-06
49000000,1.3725428971156362e-06
51000000,1.5994834257071489e-06
147000000,1.5330252836065483e-06
148000000,1.3565975223173155e-06
149000000,2.6722530037659453e-06
248000000,2.6329212232667487e-06
250000000,2.6032014375232393e-06
252000000,2.467362492097891e-06
347000000,2.4208586637541885e-06
352000000,2.372796870986349e-06
353000000,2.187363861594349e-06
448000000,2.118931433869875e-06
448000000,2.042866753981798e-06
451000000,1.852024752224679e-06
547000000,1.7933716662810184e-06
550000000,1.7358543118461967e-06
553000000,1.6941218063948327e-06
648000000,1.6490184862050228e-06
650000000,1.6089666132756975e-06
654000000,1.4435071307161706e-06
747000000,1.5063077398735913e-06
748000000,1.4063538174013956e-06
750000000,3.029965000678203e-06
845000000,3.3782466744014528e-06
849000000,3.3644982977421023e-06
853000000,3.246805363232852e-06
947000000,3.22280402542674e-06
948000000,3.2003044907469302e-06
952000000,3.070234242841252e-06
48000000,3.0423273074120516e-06
49000000,2.9168663786549587e-06
148000000,2.891533995352802e-06
150000000,2.9153613922972e-06
152000000,2.8180993467685767e-06
245000000,2.8017273052682867e-06
250000000,2.788488245641929e-06
250000000,2.772156221908517e-06
347000000,2.7507674076332478e-06
349000000,2.7124151529278606e-06
350000000,2.710078661039006e-06
448000000,2.652669536473695e-06
450000000,2.6401667128084227e-06
453000000,2.9885716230637627e-06
547000000,5.516164492291864e-06
549000000,6.155995379231172e-06
551000000,5.911900643695844e-06
647000000,5.887892712053144e-06
650000000,5.7167567319993395e-06
749000000,5.699795110558625e-06
753000000,5.550618880079128e-06
847000000,5.574133410846116e-06
849000000,5.496482572198147e-06
852000000,5.399732799560297e-06
947000000,5.376860372052761e-06
948000000,5.432600119092967e-06
954000000,5.422861249826383e-06
48000000,5.356464953365503e-06
49000000,5.208673428569455e-06
51000000,5.2316604524094146e-06
147000000,5.153223355591763e-06
155000000,5.138632786838571e-06
157000000,5.0883622861874755e-06
248000000,5.20475168741541e-06
251000000,4.799128419108456e-06
347000000,4.7284047468565404e-06
349000000,4.7805815484025516e-06
351000000,4.057043497596169e-06
447000000,2.816290816554101e-06
448000000,1.3282881354825804e-06
